ID,DOY,Date,Month,Period,Lat,Long,Temp,Temp_mean,Veg,Veg.21Day
28054,314,10/Nov,11,LGM,57.50,42.50,-23.99,-25.28,0,0
28055,315,11/Nov,11,LGM,57.50,42.50,-27.17,-26.35,0,0
28056,316,12/Nov,11,LGM,57.50,42.50,-27.89,-27.93,0,0
28057,317,13/Nov,11,LGM,57.50,42.50,-28.73,-27.88,0,0
28058,318,14/Nov,11,LGM,57.50,42.50,-27.02,-27.78,0,0
28059,319,15/Nov,11,LGM,57.50,42.50,-27.58,-27.81,0,0
28060,320,16/Nov,11,LGM,57.50,42.50,-28.82,-28.59,0,0
28061,321,17/Nov,11,LGM,57.50,42.50,-29.37,-29.68,0,0
28062,322,18/Nov,11,LGM,57.50,42.50,-30.86,-30.54,0,0
28063,323,19/Nov,11,LGM,57.50,42.50,-31.38,-31.12,0,0
28064,324,20/Nov,11,LGM,57.50,42.50,-31.13,-30.65,0,0
28065,325,21/Nov,11,LGM,57.50,42.50,-29.45,-30.29,0,0
28066,326,22/Nov,11,LGM,57.50,42.50,-30.29,-29.71,0,0
28067,327,23/Nov,11,LGM,57.50,42.50,-29.39,-29.48,0,0
28068,328,24/Nov,11,LGM,57.50,42.50,-28.77,-29.39,0,0
28069,329,25/Nov,11,LGM,57.50,42.50,-30.00,-29.73,0,0
28070,330,26/Nov,11,LGM,57.50,42.50,-30.42,-30.39,0,0
28071,331,27/Nov,11,LGM,57.50,42.50,-30.75,-31.48,0,0
28072,332,28/Nov,11,LGM,57.50,42.50,-33.28,-33.04,0,0
28073,333,29/Nov,11,LGM,57.50,42.50,-35.10,-34.38,0,0
28074,334,30/Nov,11,LGM,57.50,42.50,-34.76,-34.61,0,0
28075,335,01/Dec,12,LGM,57.50,42.50,-33.98,-33.43,0,0
28076,336,02/Dec,12,LGM,57.50,42.50,-31.54,-31.72,0,0
28077,337,03/Dec,12,LGM,57.50,42.50,-29.65,-30.48,0,0
28078,338,04/Dec,12,LGM,57.50,42.50,-30.25,-30.93,0,0
28079,339,05/Dec,12,LGM,57.50,42.50,-32.89,-31.31,0,0
28080,340,06/Dec,12,LGM,57.50,42.50,-30.80,-31.36,0,0
28081,341,07/Dec,12,LGM,57.50,42.50,-30.40,-31.48,0,0
28082,342,08/Dec,12,LGM,57.50,42.50,-33.25,-32.50,0,0
28083,343,09/Dec,12,LGM,57.50,42.50,-33.84,-33.69,0,0
28084,344,10/Dec,12,LGM,57.50,42.50,-33.98,-34.56,0,0
28085,345,11/Dec,12,LGM,57.50,42.50,-35.86,-35.44,0,0
28086,346,12/Dec,12,LGM,57.50,42.50,-36.48,-36.49,0,0
28087,347,13/Dec,12,LGM,57.50,42.50,-37.14,-37.03,0,0
28088,348,14/Dec,12,LGM,57.50,42.50,-37.48,-37.50,0,0
28089,349,15/Dec,12,LGM,57.50,42.50,-37.88,-37.43,0,0
28090,350,16/Dec,12,LGM,57.50,42.50,-36.94,-37.01,0,0
28091,351,17/Dec,12,LGM,57.50,42.50,-36.20,-36.14,0,0
28092,352,18/Dec,12,LGM,57.50,42.50,-35.27,-36.01,0,0
28093,353,19/Dec,12,LGM,57.50,42.50,-36.56,-36.13,0,0
28094,354,20/Dec,12,LGM,57.50,42.50,-36.56,-37.53,0,0
28095,355,21/Dec,12,LGM,57.50,42.50,-39.48,-37.98,0,0
28096,356,22/Dec,12,LGM,57.50,42.50,-37.90,-37.35,0,0
28097,357,23/Dec,12,LGM,57.50,42.50,-34.67,-35.96,0,0
28098,358,24/Dec,12,LGM,57.50,42.50,-35.31,-34.73,0,0
28099,359,25/Dec,12,LGM,57.50,42.50,-34.21,-35.32,0,0
28100,360,26/Dec,12,LGM,57.50,42.50,-36.44,-36.19,0,0
28101,361,27/Dec,12,LGM,57.50,42.50,-37.92,-36.05,0,0
28102,362,28/Dec,12,LGM,57.50,42.50,-33.78,-34.40,0,0
28103,363,29/Dec,12,LGM,57.50,42.50,-31.50,-33.24,0,0
28104,364,30/Dec,12,LGM,57.50,42.50,-34.45,-33.34,0,0
28105,365,31/Dec,12,LGM,57.50,42.50,-34.07,-35.77,0,0
28106,1,01/Jan,1,LGM,60.00,42.50,-38.80,-37.71,0,0
28107,2,02/Jan,1,LGM,60.00,42.50,-40.25,-39.69,0,0
28108,3,03/Jan,1,LGM,60.00,42.50,-40.01,-40.99,0,0
28109,4,04/Jan,1,LGM,60.00,42.50,-42.72,-41.24,0,0
28110,5,05/Jan,1,LGM,60.00,42.50,-40.98,-41.62,0,0
28111,6,06/Jan,1,LGM,60.00,42.50,-41.15,-41.28,0,0
28112,7,07/Jan,1,LGM,60.00,42.50,-41.72,-41.65,0,0
28113,8,08/Jan,1,LGM,60.00,42.50,-42.08,-41.67,0,0
28114,9,09/Jan,1,LGM,60.00,42.50,-41.21,-40.49,0,0
28115,10,10/Jan,1,LGM,60.00,42.50,-38.18,-40.45,0,0
28116,11,11/Jan,1,LGM,60.00,42.50,-41.97,-40.46,0,0
28117,12,12/Jan,1,LGM,60.00,42.50,-41.23,-41.69,0,0
28118,13,13/Jan,1,LGM,60.00,42.50,-41.87,-41.93,0,0
28119,14,14/Jan,1,LGM,60.00,42.50,-42.70,-43.31,0,0
28120,15,15/Jan,1,LGM,60.00,42.50,-45.37,-44.03,0,0
28121,16,16/Jan,1,LGM,60.00,42.50,-44.03,-44.06,0,0
28122,17,17/Jan,1,LGM,60.00,42.50,-42.77,-43.73,0,0
28123,18,18/Jan,1,LGM,60.00,42.50,-44.40,-43.56,0,0
28124,19,19/Jan,1,LGM,60.00,42.50,-43.50,-42.45,0,0
28125,20,20/Jan,1,LGM,60.00,42.50,-39.46,-40.77,0,0
28126,21,21/Jan,1,LGM,60.00,42.50,-39.36,-39.18,0,0
28127,22,22/Jan,1,LGM,60.00,42.50,-38.73,-38.74,0,0
28128,23,23/Jan,1,LGM,60.00,42.50,-38.14,-38.45,0,0
28129,24,24/Jan,1,LGM,60.00,42.50,-38.48,-38.09,0,0
28130,25,25/Jan,1,LGM,60.00,42.50,-37.66,-38.93,0,0
28131,26,26/Jan,1,LGM,60.00,42.50,-40.66,-39.17,0,0
28132,27,27/Jan,1,LGM,60.00,42.50,-39.20,-39.62,0,0
28133,28,28/Jan,1,LGM,60.00,42.50,-39.01,-38.89,0,0
28134,29,29/Jan,1,LGM,60.00,42.50,-38.46,-37.89,0,0
28135,30,30/Jan,1,LGM,60.00,42.50,-36.21,-37.35,0,0
28136,31,31/Jan,1,LGM,60.00,42.50,-37.37,-37.70,0,0
28137,32,01/Feb,2,LGM,60.00,42.50,-39.53,-39.21,0,0
28138,33,02/Feb,2,LGM,60.00,42.50,-40.72,-40.39,0,0
28139,34,03/Feb,2,LGM,60.00,42.50,-40.93,-41.19,0,0
28140,35,04/Feb,2,LGM,60.00,42.50,-41.92,-41.73,0,0
28141,36,05/Feb,2,LGM,60.00,42.50,-42.34,-40.77,0,0
28142,37,06/Feb,2,LGM,60.00,42.50,-38.06,-40.20,0,0
28143,38,07/Feb,2,LGM,60.00,42.50,-40.21,-39.11,0,0
28144,39,08/Feb,2,LGM,60.00,42.50,-39.07,-38.65,0,0
28145,40,09/Feb,2,LGM,60.00,42.50,-36.67,-38.36,0,0
28146,41,10/Feb,2,LGM,60.00,42.50,-39.34,-38.59,0,0
28147,42,11/Feb,2,LGM,60.00,42.50,-39.75,-39.15,0,0
28148,43,12/Feb,2,LGM,60.00,42.50,-38.36,-38.39,0,0
28149,44,13/Feb,2,LGM,60.00,42.50,-37.05,-38.18,0,0
28150,45,14/Feb,2,LGM,60.00,42.50,-39.12,-38.56,0,0
28151,46,15/Feb,2,LGM,60.00,42.50,-39.52,-38.64,0,0
28152,47,16/Feb,2,LGM,60.00,42.50,-37.29,-37.18,0,0
28153,48,17/Feb,2,LGM,60.00,42.50,-34.72,-35.52,0,0
28154,49,18/Feb,2,LGM,60.00,42.50,-34.55,-35.39,0,0
28155,50,19/Feb,2,LGM,60.00,42.50,-36.89,-36.77,0,0
28156,51,20/Feb,2,LGM,60.00,42.50,-38.88,-38.78,0,0
28157,52,21/Feb,2,LGM,60.00,42.50,-40.56,-39.71,0,0
28158,53,22/Feb,2,LGM,60.00,42.50,-39.69,-40.29,0,0
28159,54,23/Feb,2,LGM,60.00,42.50,-40.62,-40.00,0,0
28160,55,24/Feb,2,LGM,60.00,42.50,-39.68,-39.14,0,0
28161,56,25/Feb,2,LGM,60.00,42.50,-37.11,-36.75,0,0
28162,57,26/Feb,2,LGM,60.00,42.50,-33.47,-34.25,0,0
28163,58,27/Feb,2,LGM,60.00,42.50,-32.18,-32.67,0,0
28164,59,28/Feb,2,LGM,60.00,42.50,-32.35,-32.40,0,0
28165,60,01/Mar,3,LGM,60.00,42.50,-32.68,-33.03,0,0
28166,61,02/Mar,3,LGM,60.00,42.50,-34.06,-33.30,0,0
28167,62,03/Mar,3,LGM,60.00,42.50,-33.16,-32.52,0,0
28168,63,04/Mar,3,LGM,60.00,42.50,-30.35,-31.52,0,0
28169,64,05/Mar,3,LGM,60.00,42.50,-31.06,-30.91,0,0
28170,65,06/Mar,3,LGM,60.00,42.50,-31.33,-31.49,0,0
28171,66,07/Mar,3,LGM,60.00,42.50,-32.07,-32.00,0,0
28172,67,08/Mar,3,LGM,60.00,42.50,-32.59,-32.09,0,0
28173,68,09/Mar,3,LGM,60.00,42.50,-31.62,-31.87,0,0
28174,69,10/Mar,3,LGM,60.00,42.50,-31.39,-31.23,0,0
28175,70,11/Mar,3,LGM,60.00,42.50,-30.69,-31.19,0,0
28176,71,12/Mar,3,LGM,60.00,42.50,-31.48,-31.19,0,0
28177,72,13/Mar,3,LGM,60.00,42.50,-31.39,-31.92,0,0
28178,73,14/Mar,3,LGM,60.00,42.50,-32.88,-32.49,0,0
28179,74,15/Mar,3,LGM,60.00,42.50,-33.20,-32.31,0,0
28180,75,16/Mar,3,LGM,60.00,42.50,-30.84,-31.13,0,0
28181,76,17/Mar,3,LGM,60.00,42.50,-29.36,-30.11,0,0
28182,77,18/Mar,3,LGM,60.00,42.50,-30.14,-29.28,0,0
28183,78,19/Mar,3,LGM,60.00,42.50,-28.34,-28.82,0,0
28184,79,20/Mar,3,LGM,60.00,42.50,-27.98,-29.20,0,0
28185,80,21/Mar,3,LGM,60.00,42.50,-31.29,-30.36,0,0
28186,81,22/Mar,3,LGM,60.00,42.50,-31.81,-30.92,0,0
28187,82,23/Mar,3,LGM,60.00,42.50,-29.66,-30.45,0,0
28188,83,24/Mar,3,LGM,60.00,42.50,-29.87,-29.80,0,0
28189,84,25/Mar,3,LGM,60.00,42.50,-29.87,-29.86,0,0
28190,85,26/Mar,3,LGM,60.00,42.50,-29.84,-29.82,0,0
28191,86,27/Mar,3,LGM,60.00,42.50,-29.76,-29.31,0,0
28192,87,28/Mar,3,LGM,60.00,42.50,-28.33,-28.37,0,0
28193,88,29/Mar,3,LGM,60.00,42.50,-27.03,-27.89,0,0
28194,89,30/Mar,3,LGM,60.00,42.50,-28.31,-27.93,0,0
28195,90,31/Mar,3,LGM,60.00,42.50,-28.46,-28.51,0,0
28196,91,01/Apr,4,LGM,60.00,42.50,-28.75,-28.02,0,0
28197,92,02/Apr,4,LGM,60.00,42.50,-26.85,-26.41,0,0
28198,93,03/Apr,4,LGM,60.00,42.50,-23.63,-24.28,0,0
28199,94,04/Apr,4,LGM,60.00,42.50,-22.37,-22.49,0,0
28200,95,05/Apr,4,LGM,60.00,42.50,-21.47,-21.64,0,0
28201,96,06/Apr,4,LGM,60.00,42.50,-21.07,-21.17,0,0
28202,97,07/Apr,4,LGM,60.00,42.50,-20.96,-21.24,0,0
28203,98,08/Apr,4,LGM,60.00,42.50,-21.68,-21.10,0,0
28204,99,09/Apr,4,LGM,60.00,42.50,-20.67,-20.76,0,0
28205,100,10/Apr,4,LGM,60.00,42.50,-19.93,-19.50,0,0
28206,101,11/Apr,4,LGM,60.00,42.50,-17.91,-18.29,0,0
28207,102,12/Apr,4,LGM,60.00,42.50,-17.04,-17.41,0,0
28208,103,13/Apr,4,LGM,60.00,42.50,-17.29,-17.44,0,0
28209,104,14/Apr,4,LGM,60.00,42.50,-17.98,-17.86,0,0
28210,105,15/Apr,4,LGM,60.00,42.50,-18.30,-17.83,0,0
28211,106,16/Apr,4,LGM,60.00,42.50,-17.21,-17.62,0,0
28212,107,17/Apr,4,LGM,60.00,42.50,-17.35,-16.84,0,0
28213,108,18/Apr,4,LGM,60.00,42.50,-15.96,-15.85,0,0
28214,109,19/Apr,4,LGM,60.00,42.50,-14.25,-14.52,0,0
28215,110,20/Apr,4,LGM,60.00,42.50,-13.36,-13.89,0,0
28216,111,21/Apr,4,LGM,60.00,42.50,-14.07,-14.42,0,0
28217,112,22/Apr,4,LGM,60.00,42.50,-15.82,-15.35,0,0
28218,113,23/Apr,4,LGM,60.00,42.50,-16.16,-15.94,0,0
28219,114,24/Apr,4,LGM,60.00,42.50,-15.85,-16.12,0,0
28220,115,25/Apr,4,LGM,60.00,42.50,-16.34,-15.80,0,0
28221,116,26/Apr,4,LGM,60.00,42.50,-15.20,-15.89,0,0
28222,117,27/Apr,4,LGM,60.00,42.50,-16.13,-15.77,0,0
28223,118,28/Apr,4,LGM,60.00,42.50,-15.98,-15.65,0,0
28224,119,29/Apr,4,LGM,60.00,42.50,-14.83,-15.14,0,0
28225,120,30/Apr,4,LGM,60.00,42.50,-14.61,-14.33,0,0
28226,121,01/May,5,LGM,60.00,42.50,-13.56,-13.93,0,0
28227,122,02/May,5,LGM,60.00,42.50,-13.62,-13.26,0,0
28228,123,03/May,5,LGM,60.00,42.50,-12.61,-13.21,0,0
28229,124,04/May,5,LGM,60.00,42.50,-13.41,-12.97,0,0
28230,125,05/May,5,LGM,60.00,42.50,-12.88,-12.86,0,0
28231,126,06/May,5,LGM,60.00,42.50,-12.30,-12.02,0,0
28232,127,07/May,5,LGM,60.00,42.50,-10.87,-10.85,0,0
28233,128,08/May,5,LGM,60.00,42.50,-9.37,-10.26,0,0
28234,129,09/May,5,LGM,60.00,42.50,-10.54,-10.08,0,0
28235,130,10/May,5,LGM,60.00,42.50,-10.32,-10.69,0,0
28236,131,11/May,5,LGM,60.00,42.50,-11.21,-11.07,0,0
28237,132,12/May,5,LGM,60.00,42.50,-11.68,-11.30,0,0
28238,133,13/May,5,LGM,60.00,42.50,-11.00,-11.38,0,0
28239,134,14/May,5,LGM,60.00,42.50,-11.46,-11.04,0,0
28240,135,15/May,5,LGM,60.00,42.50,-10.67,-10.92,0,0
28241,136,16/May,5,LGM,60.00,42.50,-10.63,-10.77,0,0
28242,137,17/May,5,LGM,60.00,42.50,-11.00,-10.64,0,0
28243,138,18/May,5,LGM,60.00,42.50,-10.29,-10.49,0,0
28244,139,19/May,5,LGM,60.00,42.50,-10.19,-10.54,0,0
28245,140,20/May,5,LGM,60.00,42.50,-11.14,-10.60,0,0
28246,141,21/May,5,LGM,60.00,42.50,-10.46,-10.62,0,0
28247,142,22/May,5,LGM,60.00,42.50,-10.25,-10.19,0,0
28248,143,23/May,5,LGM,60.00,42.50,-9.85,-9.89,0,0
28249,144,24/May,5,LGM,60.00,42.50,-9.58,-9.51,0,0
28250,145,25/May,5,LGM,60.00,42.50,-9.09,-9.06,0,0
28251,146,26/May,5,LGM,60.00,42.50,-8.52,-8.74,0,0
28252,147,27/May,5,LGM,60.00,42.50,-8.61,-8.48,0,0
28253,148,28/May,5,LGM,60.00,42.50,-8.30,-8.09,0,0
28254,149,29/May,5,LGM,60.00,42.50,-7.36,-7.57,0,0
28255,150,30/May,5,LGM,60.00,42.50,-7.06,-7.36,0,0
28256,151,31/May,5,LGM,60.00,42.50,-7.67,-7.49,0,0
28257,152,01/Jun,6,LGM,60.00,42.50,-7.73,-7.91,0,0
28258,153,02/Jun,6,LGM,60.00,42.50,-8.34,-8.08,0,0
28259,154,03/Jun,6,LGM,60.00,42.50,-8.17,-8.03,0,0
28260,155,04/Jun,6,LGM,60.00,42.50,-7.58,-7.31,0,0
28261,156,05/Jun,6,LGM,60.00,42.50,-6.19,-6.68,0,0
28262,157,06/Jun,6,LGM,60.00,42.50,-6.28,-6.15,0,0
28263,158,07/Jun,6,LGM,60.00,42.50,-5.98,-5.92,0,0
28264,159,08/Jun,6,LGM,60.00,42.50,-5.50,-5.72,0,0
28265,160,09/Jun,6,LGM,60.00,42.50,-5.68,-5.34,0,0
28266,161,10/Jun,6,LGM,60.00,42.50,-4.83,-5.14,0,0
28267,162,11/Jun,6,LGM,60.00,42.50,-4.91,-4.88,0,0
28268,163,12/Jun,6,LGM,60.00,42.50,-4.89,-4.54,0,0
28269,164,13/Jun,6,LGM,60.00,42.50,-3.83,-4.17,0,0
28270,165,14/Jun,6,LGM,60.00,42.50,-3.79,-3.88,0,0
28271,166,15/Jun,6,LGM,60.00,42.50,-4.03,-3.75,0,0
28272,167,16/Jun,6,LGM,60.00,42.50,-3.43,-3.36,0,0
28273,168,17/Jun,6,LGM,60.00,42.50,-2.61,-2.71,0,0
28274,169,18/Jun,6,LGM,60.00,42.50,-2.10,-2.42,0,0
28275,170,19/Jun,6,LGM,60.00,42.50,-2.55,-2.49,0,0
28276,171,20/Jun,6,LGM,60.00,42.50,-2.83,-2.65,0,0
28277,172,21/Jun,6,LGM,60.00,42.50,-2.57,-2.67,0,0
28278,173,22/Jun,6,LGM,60.00,42.50,-2.60,-2.29,0,0
28279,174,23/Jun,6,LGM,60.00,42.50,-1.69,-1.63,0,0
28280,175,24/Jun,6,LGM,60.00,42.50,-0.61,-0.91,0,0
28281,176,25/Jun,6,LGM,60.00,42.50,-0.42,-0.67,0,0
28282,177,26/Jun,6,LGM,60.00,42.50,-0.97,-0.53,0,0
28283,178,27/Jun,6,LGM,60.00,42.50,-0.21,-0.06,0,0
28284,179,28/Jun,6,LGM,60.00,42.50,1.00,0.67,0,0
28285,180,29/Jun,6,LGM,60.00,42.50,1.23,1.42,0,0
28286,181,30/Jun,6,LGM,60.00,42.50,2.02,1.92,0,0
28287,182,01/Jul,7,LGM,60.00,42.50,2.51,2.20,0,0
28288,183,02/Jul,7,LGM,60.00,42.50,2.07,2.29,0,0
28289,184,03/Jul,7,LGM,60.00,42.50,2.28,2.00,0,0
28290,185,04/Jul,7,LGM,60.00,42.50,1.64,1.96,0,0
28291,186,05/Jul,7,LGM,60.00,42.50,1.95,2.06,0,0
28292,187,06/Jul,7,LGM,60.00,42.50,2.60,2.29,0,0
28293,188,07/Jul,7,LGM,60.00,42.50,2.33,3.15,0,0
28294,189,08/Jul,7,LGM,60.00,42.50,4.51,3.96,0,0
28295,190,09/Jul,7,LGM,60.00,42.50,5.03,5.30,0,0
28296,191,10/Jul,7,LGM,60.00,42.50,6.37,6.06,0,0
28297,192,11/Jul,7,LGM,60.00,42.50,6.77,6.51,0,0
28298,193,12/Jul,7,LGM,60.00,42.50,6.40,6.73,0,0
28299,194,13/Jul,7,LGM,60.00,42.50,7.01,6.91,0,0
28300,195,14/Jul,7,LGM,60.00,42.50,7.33,7.04,0,0
28301,196,15/Jul,7,LGM,60.00,42.50,6.79,6.95,0,0
28302,197,16/Jul,7,LGM,60.00,42.50,6.72,6.70,0,0
28303,198,17/Jul,7,LGM,60.00,42.50,6.58,6.76,0,0
28304,199,18/Jul,7,LGM,60.00,42.50,6.99,7.29,0,0
28305,200,19/Jul,7,LGM,60.00,42.50,8.31,8.18,0,0
28306,201,20/Jul,7,LGM,60.00,42.50,9.25,9.01,0,0
28307,202,21/Jul,7,LGM,60.00,42.50,9.46,9.75,0,0
28308,203,22/Jul,7,LGM,60.00,42.50,10.54,9.85,0,0
28309,204,23/Jul,7,LGM,60.00,42.50,9.55,10.02,0,0
28310,205,24/Jul,7,LGM,60.00,42.50,9.97,9.70,0,0
28311,206,25/Jul,7,LGM,60.00,42.50,9.57,9.73,0,0
28312,207,26/Jul,7,LGM,60.00,42.50,9.64,9.54,0,0
28313,208,27/Jul,7,LGM,60.00,42.50,9.41,9.40,0,0
28314,209,28/Jul,7,LGM,60.00,42.50,9.16,9.04,0,0
28315,210,29/Jul,7,LGM,60.00,42.50,8.54,8.88,0,0
28316,211,30/Jul,7,LGM,60.00,42.50,8.94,8.89,0,0
28317,212,31/Jul,7,LGM,60.00,42.50,9.19,9.16,0,0
28318,213,01/Aug,8,LGM,60.00,42.50,9.35,9.09,0,0
28319,214,02/Aug,8,LGM,60.00,42.50,8.73,8.96,0,0
28320,215,03/Aug,8,LGM,60.00,42.50,8.79,8.47,0,0
28321,216,04/Aug,8,LGM,60.00,42.50,7.89,8.20,0,0
28322,217,05/Aug,8,LGM,60.00,42.50,7.91,7.96,0,0
28323,218,06/Aug,8,LGM,60.00,42.50,8.09,8.39,0,0
28324,219,07/Aug,8,LGM,60.00,42.50,9.16,8.71,0,0
28325,220,08/Aug,8,LGM,60.00,42.50,8.89,9.03,0,0
28326,221,09/Aug,8,LGM,60.00,42.50,9.04,8.82,0,0
28327,222,10/Aug,8,LGM,60.00,42.50,8.54,8.74,0,0
28328,223,11/Aug,8,LGM,60.00,42.50,8.63,8.61,0,0
28329,224,12/Aug,8,LGM,60.00,42.50,8.65,8.74,0,0
28330,225,13/Aug,8,LGM,60.00,42.50,8.93,8.79,0,0
28331,226,14/Aug,8,LGM,60.00,42.50,8.78,8.37,0,0
28332,227,15/Aug,8,LGM,60.00,42.50,7.39,7.73,0,0
28333,228,16/Aug,8,LGM,60.00,42.50,7.01,7.04,0,0
28334,229,17/Aug,8,LGM,60.00,42.50,6.71,6.65,0,0
28335,230,18/Aug,8,LGM,60.00,42.50,6.24,6.26,0,0
28336,231,19/Aug,8,LGM,60.00,42.50,5.83,6.10,0,0
28337,232,20/Aug,8,LGM,60.00,42.50,6.24,5.96,0,0
28338,233,21/Aug,8,LGM,60.00,42.50,5.80,5.69,0,0
28339,234,22/Aug,8,LGM,60.00,42.50,5.02,5.21,0,0
28340,235,23/Aug,8,LGM,60.00,42.50,4.80,4.70,0,0
28341,236,24/Aug,8,LGM,60.00,42.50,4.27,4.76,0,0
28342,237,25/Aug,8,LGM,60.00,42.50,5.21,5.07,0,0
28343,238,26/Aug,8,LGM,60.00,42.50,5.74,5.32,0,0
28344,239,27/Aug,8,LGM,60.00,42.50,5.00,5.43,0,0
28345,240,28/Aug,8,LGM,60.00,42.50,5.56,5.38,0,0
28346,241,29/Aug,8,LGM,60.00,42.50,5.58,5.52,0,0
28347,242,30/Aug,8,LGM,60.00,42.50,5.42,5.36,0,0
28348,243,31/Aug,8,LGM,60.00,42.50,5.07,4.79,0,0
28349,244,01/Sep,9,LGM,60.00,42.50,3.88,3.92,0,0
28350,245,02/Sep,9,LGM,60.00,42.50,2.80,2.65,0,0
28351,246,03/Sep,9,LGM,60.00,42.50,1.26,1.44,0,0
28352,247,04/Sep,9,LGM,60.00,42.50,0.27,0.69,0,0
28353,248,05/Sep,9,LGM,60.00,42.50,0.54,0.38,0,0
28354,249,06/Sep,9,LGM,60.00,42.50,0.34,0.87,0,0
28355,250,07/Sep,9,LGM,60.00,42.50,1.74,1.06,0,0
28356,251,08/Sep,9,LGM,60.00,42.50,1.10,1.07,0,0
28357,252,09/Sep,9,LGM,60.00,42.50,0.37,0.46,0,0
28358,253,10/Sep,9,LGM,60.00,42.50,-0.08,0.04,0,0
28359,254,11/Sep,9,LGM,60.00,42.50,-0.16,-0.76,0,0
28360,255,12/Sep,9,LGM,60.00,42.50,-2.03,-1.41,0,0
28361,256,13/Sep,9,LGM,60.00,42.50,-2.03,-2.09,0,0
28362,257,14/Sep,9,LGM,60.00,42.50,-2.22,-2.20,0,0
28363,258,15/Sep,9,LGM,60.00,42.50,-2.35,-2.45,0,0
28364,259,16/Sep,9,LGM,60.00,42.50,-2.77,-2.95,0,0
28365,260,17/Sep,9,LGM,60.00,42.50,-3.72,-3.60,0,0
28366,261,18/Sep,9,LGM,60.00,42.50,-4.30,-4.01,0,0
28367,262,19/Sep,9,LGM,60.00,42.50,-4.00,-4.03,0,0
28368,263,20/Sep,9,LGM,60.00,42.50,-3.79,-4.00,0,0
28369,264,21/Sep,9,LGM,60.00,42.50,-4.20,-4.80,0,0
28370,265,22/Sep,9,LGM,60.00,42.50,-6.40,-6.14,0,0
28371,266,23/Sep,9,LGM,60.00,42.50,-7.81,-7.54,0,0
28372,267,24/Sep,9,LGM,60.00,42.50,-8.40,-8.41,0,0
28373,268,25/Sep,9,LGM,60.00,42.50,-9.01,-9.01,0,0
28374,269,26/Sep,9,LGM,60.00,42.50,-9.61,-9.28,0,0
28375,270,27/Sep,9,LGM,60.00,42.50,-9.22,-8.85,0,0
28376,271,28/Sep,9,LGM,60.00,42.50,-7.72,-8.33,0,0
28377,272,29/Sep,9,LGM,60.00,42.50,-8.04,-8.01,0,0
28378,273,30/Sep,9,LGM,60.00,42.50,-8.26,-8.93,0,0
28379,274,01/Oct,10,LGM,60.00,42.50,-10.50,-9.54,0,0
28380,275,02/Oct,10,LGM,60.00,42.50,-9.85,-10.27,0,0
28381,276,03/Oct,10,LGM,60.00,42.50,-10.47,-10.70,0,0
28382,277,04/Oct,10,LGM,60.00,42.50,-11.77,-11.69,0,0
28383,278,05/Oct,10,LGM,60.00,42.50,-12.84,-13.18,0,0
28384,279,06/Oct,10,LGM,60.00,42.50,-14.92,-14.93,0,0
28385,280,07/Oct,10,LGM,60.00,42.50,-17.03,-16.12,0,0
28386,281,08/Oct,10,LGM,60.00,42.50,-16.41,-16.01,0,0
28387,282,09/Oct,10,LGM,60.00,42.50,-14.58,-16.14,0,0
28388,283,10/Oct,10,LGM,60.00,42.50,-17.44,-17.48,0,0
28389,284,11/Oct,10,LGM,60.00,42.50,-20.41,-18.93,0,0
28390,285,12/Oct,10,LGM,60.00,42.50,-18.95,-19.14,0,0
28391,286,13/Oct,10,LGM,60.00,42.50,-18.06,-18.36,0,0
28392,287,14/Oct,10,LGM,60.00,42.50,-18.07,-18.41,0,0
28393,288,15/Oct,10,LGM,60.00,42.50,-19.09,-19.17,0,0
28394,289,16/Oct,10,LGM,60.00,42.50,-20.35,-20.10,0,0
28395,290,17/Oct,10,LGM,60.00,42.50,-20.85,-21.03,0,0
28396,291,18/Oct,10,LGM,60.00,42.50,-21.90,-21.17,0,0
28397,292,19/Oct,10,LGM,60.00,42.50,-20.75,-21.91,0,0
28398,293,20/Oct,10,LGM,60.00,42.50,-23.09,-22.90,0,0
28399,294,21/Oct,10,LGM,60.00,42.50,-24.85,-23.87,0,0
28400,295,22/Oct,10,LGM,60.00,42.50,-23.68,-22.86,0,0
28401,296,23/Oct,10,LGM,60.00,42.50,-20.05,-21.96,0,0
28402,297,24/Oct,10,LGM,60.00,42.50,-22.16,-21.45,0,0
28403,298,25/Oct,10,LGM,60.00,42.50,-22.14,-22.45,0,0
28404,299,26/Oct,10,LGM,60.00,42.50,-23.06,-23.04,0,0
28405,300,27/Oct,10,LGM,60.00,42.50,-23.92,-24.71,0,0
28406,301,28/Oct,10,LGM,60.00,42.50,-27.14,-26.43,0,0
28407,302,29/Oct,10,LGM,60.00,42.50,-28.23,-27.03,0,0
28408,303,30/Oct,10,LGM,60.00,42.50,-25.71,-26.73,0,0
28409,304,31/Oct,10,LGM,60.00,42.50,-26.25,-26.84,0,0
28410,305,01/Nov,11,LGM,60.00,42.50,-28.56,-28.59,0,0
28411,306,02/Nov,11,LGM,60.00,42.50,-30.96,-30.07,0,0
28412,307,03/Nov,11,LGM,60.00,42.50,-30.68,-30.74,0,0
28413,308,04/Nov,11,LGM,60.00,42.50,-30.57,-29.63,0,0
28414,309,05/Nov,11,LGM,60.00,42.50,-27.63,-28.14,0,0
28415,310,06/Nov,11,LGM,60.00,42.50,-26.22,-27.11,0,0
28416,311,07/Nov,11,LGM,60.00,42.50,-27.47,-27.33,0,0
